VM Name,Backup Status
SAPGHODEV (SAPGHODEV-GHO ECC DEV),Success
SAPGHOPRD (GHO-SAPPRD-GHO ECC Prod	),Success
GHOSAPPRD (SAPGHOQAS-GHO ECC QAS),Success
