VM Name,Backup Status
eProStar,Success
eProStar,Success
eProStar,Success
eProStar,Success
Citrix Virtual Delivery Agent (VDA1),Success
Citrix Virtual Delivery Agent (VDA2),Success
Citrix Delivery Controller,Success
